	camera	frame	cX	cY	area	minI	maxI	meanI	pulse
70	left	717	347	435	3.5	108.0	163.0	133.75	p2
71	left	718	347	435	3.5	108.0	163.0	133.75	p2
72	left	719	347	435	3.5	108.0	149.0	129.75	p2
73	left	720	347	435	3.5	108.0	149.0	129.75	p2
74	left	721	347	435	3.5	108.0	149.0	129.75	p2
75	left	722	347	435	3.5	108.0	149.0	129.75	p2
88	left	723	347	436	1.5	109.0	163.0	137.8	p2
89	left	724	347	436	1.5	109.0	163.0	137.8	p2
90	left	725	347	436	1.5	109.0	163.0	137.8	p2
91	left	726	347	436	1.5	109.0	163.0	137.8	p2
92	left	727	347	436	1.0	114.0	140.0	121.25	p2
93	left	728	347	436	1.0	114.0	140.0	121.25	p2
94	left	729	347	436	1.0	114.0	140.0	121.25	p2
95	left	730	347	436	4.0	112.0	151.0	122.125	p2
96	left	731	347	436	4.0	112.0	151.0	122.125	p2
97	left	732	347	436	4.0	112.0	151.0	122.125	p2
98	left	733	347	436	4.0	112.0	151.0	122.125	p2
80	left	734	346	436	2.5	108.0	159.0	127.0	p2
81	left	735	346	436	2.5	108.0	159.0	127.0	p2
82	left	736	346	436	2.5	108.0	159.0	127.0	p2
83	left	737	346	436	2.5	108.0	159.0	127.0	p2
84	left	738	346	436	3.5	108.0	157.0	130.375	p2
85	left	739	346	436	3.5	108.0	157.0	130.375	p2
86	left	740	346	436	3.5	108.0	157.0	130.375	p2
87	left	741	346	436	3.5	108.0	157.0	130.375	p2
99	left	742	347	436	5.0	109.0	134.0	116.5	p2
100	left	743	347	436	5.0	109.0	134.0	116.5	p2
101	left	744	347	436	5.0	109.0	134.0	116.5	p2
102	left	745	347	436	0.5	113.0	128.0	115.33333333333331	p2
103	left	746	347	436	0.5	113.0	128.0	115.33333333333331	p2
104	left	747	347	436	0.5	113.0	128.0	115.33333333333331	p2
105	left	748	347	436	0.5	113.0	128.0	115.33333333333331	p2
76	left	749	347	435	3.0	112.0	136.0	116.71428571428572	p2
77	left	750	347	435	3.0	112.0	136.0	116.71428571428572	p2
78	left	751	347	435	3.0	112.0	136.0	116.71428571428572	p2
79	left	752	347	435	3.0	112.0	136.0	116.71428571428572	p2
61	left	753	346	435	4.5	108.0	149.0	126.88888888888889	p2
62	left	754	346	435	4.5	108.0	149.0	126.88888888888889	p2
63	left	755	346	435	4.5	108.0	149.0	126.88888888888889	p2
64	left	756	346	435	4.5	108.0	149.0	126.88888888888889	p2
984	left	577	352	380	0.5	112.0	159.0	132.0	p20
985	left	578	352	380	0.5	112.0	159.0	132.0	p20
986	left	579	352	380	0.5	112.0	159.0	132.0	p20
995	left	580	352	381	1.5	111.0	149.0	123.8	p20
996	left	581	352	381	1.5	111.0	149.0	123.8	p20
997	left	582	352	381	1.5	111.0	149.0	123.8	p20
998	left	583	352	381	1.5	111.0	149.0	123.8	p20
1025	left	584	353	381	4.0	117.0	157.0	133.66666666666666	p20
1026	left	585	353	381	4.0	117.0	157.0	133.66666666666666	p20
1027	left	586	353	381	4.0	117.0	157.0	133.66666666666666	p20
1028	left	587	353	381	4.0	117.0	157.0	133.66666666666666	p20
1029	left	588	353	382	2.5	113.0	154.0	130.28571428571428	p20
1030	left	589	353	382	2.5	113.0	154.0	130.28571428571428	p20
1031	left	590	353	382	2.5	113.0	154.0	130.28571428571428	p20
1032	left	591	353	382	2.5	113.0	154.0	130.28571428571428	p20
1033	left	592	353	382	2.5	108.0	149.0	127.0	p20
1034	left	593	353	382	2.5	108.0	149.0	127.0	p20
1035	left	594	353	382	2.5	108.0	149.0	127.0	p20
1036	left	595	353	382	2.5	108.0	149.0	127.0	p20
1037	left	596	353	382	2.0	109.0	127.0	112.5	p20
1038	left	597	353	382	2.0	109.0	127.0	112.5	p20
1039	left	598	353	382	2.0	109.0	127.0	112.5	p20
1040	left	599	353	382	3.0	120.0	155.0	132.28571428571428	p20
1041	left	600	353	382	3.0	120.0	155.0	132.28571428571428	p20
1042	left	601	353	382	3.0	120.0	155.0	132.28571428571428	p20
1043	left	602	353	382	3.0	120.0	155.0	132.28571428571428	p20
999	left	603	352	381	5.0	108.0	155.0	125.5	p20
1000	left	604	352	381	5.0	108.0	155.0	125.5	p20
1001	left	605	352	381	5.0	108.0	155.0	125.5	p20
1002	left	606	352	381	5.0	108.0	155.0	125.5	p20
1003	left	607	352	381	5.0	113.0	163.0	130.4	p20
1004	left	608	352	381	5.0	113.0	163.0	130.4	p20
1005	left	609	352	381	5.0	113.0	163.0	130.4	p20
1006	left	610	352	381	5.5	110.0	170.0	133.8181818181818	p20
1007	left	611	352	381	5.5	110.0	170.0	133.8181818181818	p20
1008	left	612	352	381	5.5	110.0	170.0	133.8181818181818	p20
1009	left	613	352	381	5.5	110.0	170.0	133.8181818181818	p20
1010	left	614	352	381	3.0	121.0	154.0	132.7142857142857	p20
1011	left	615	352	381	3.0	121.0	154.0	132.7142857142857	p20
1012	left	616	352	381	3.0	121.0	154.0	132.7142857142857	p20
1013	left	617	352	381	3.0	121.0	154.0	132.7142857142857	p20
1014	left	618	352	381	4.0	117.0	157.0	132.11111111111111	p20
1015	left	619	352	381	4.0	117.0	157.0	132.11111111111111	p20
1016	left	620	352	381	4.0	117.0	157.0	132.11111111111111	p20
1017	left	621	352	381	4.0	117.0	157.0	132.11111111111111	p20
1018	left	622	352	381	3.5	117.0	152.0	129.625	p20
1019	left	623	352	381	3.5	117.0	152.0	129.625	p20
1020	left	624	352	381	3.5	117.0	152.0	129.625	p20
991	left	625	351	381	3.5	108.0	155.0	123.875	p20
992	left	626	351	381	3.5	108.0	155.0	123.875	p20
993	left	627	351	381	3.5	108.0	155.0	123.875	p20
994	left	628	351	381	3.5	108.0	155.0	123.875	p20
1021	left	629	352	381	1.0	109.0	158.0	127.5	p20
1022	left	630	352	381	1.0	109.0	158.0	127.5	p20
1023	left	631	352	381	1.0	109.0	158.0	127.5	p20
1024	left	632	352	381	1.0	109.0	158.0	127.5	p20
987	left	633	352	380	1.0	113.0	155.0	131.5	p20
988	left	634	352	380	1.0	113.0	155.0	131.5	p20
989	left	635	352	380	1.0	113.0	155.0	131.5	p20
990	left	636	352	380	1.0	113.0	155.0	131.5	p20
970	left	637	351	380	2.0	116.0	158.0	128.83333333333331	p20
971	left	638	351	380	2.0	116.0	158.0	128.83333333333331	p20
972	left	639	351	380	2.0	116.0	158.0	128.83333333333331	p20
962	left	640	350	379	5.5	114.0	172.0	134.72727272727272	p20
963	left	641	350	379	5.5	114.0	172.0	134.72727272727272	p20
964	left	642	350	379	5.5	114.0	172.0	134.72727272727272	p20
965	left	643	350	379	5.5	114.0	172.0	134.72727272727272	p20
954	left	644	349	379	4.5	109.0	159.0	136.22222222222223	p20
955	left	645	349	379	4.5	109.0	159.0	136.22222222222223	p20
956	left	646	349	379	4.5	109.0	159.0	136.22222222222223	p20
957	left	647	349	379	4.5	109.0	159.0	136.22222222222223	p20
958	left	648	349	379	5.5	109.0	161.0	134.9090909090909	p20
959	left	649	349	379	5.5	109.0	161.0	134.9090909090909	p20
960	left	650	349	379	5.5	109.0	161.0	134.9090909090909	p20
961	left	651	349	379	5.5	109.0	161.0	134.9090909090909	p20
966	left	652	350	379	2.0	108.0	157.0	128.83333333333331	p20
967	left	653	350	379	2.0	108.0	157.0	128.83333333333331	p20
968	left	654	350	379	2.0	108.0	157.0	128.83333333333331	p20
969	left	655	350	379	2.0	108.0	157.0	128.83333333333331	p20
973	left	656	351	380	1.0	110.0	142.0	122.75	p20
974	left	657	351	380	1.0	110.0	142.0	122.75	p20
975	left	658	351	380	1.0	110.0	142.0	122.75	p20
976	left	659	351	380	0.5	126.0	161.0	137.25	p20
977	left	660	351	380	0.5	126.0	161.0	137.25	p20
978	left	661	351	380	0.5	126.0	161.0	137.25	p20
979	left	662	351	380	0.5	126.0	161.0	137.25	p20
980	left	663	351	380	1.0	112.0	140.0	121.5	p20
981	left	664	351	380	1.0	112.0	140.0	121.5	p20
982	left	665	351	380	1.0	112.0	140.0	121.5	p20
983	left	666	351	380	1.0	112.0	140.0	121.5	p20
129	right	1	296	96	2.0	109.0	140.0	121.0	p3
130	right	2	296	96	2.0	109.0	140.0	121.0	p3
106	right	3	295	96	1.5	110.0	138.0	121.4	p3
107	right	4	295	96	1.5	110.0	138.0	121.4	p3
108	right	5	295	96	1.5	110.0	138.0	121.4	p3
109	right	6	295	96	1.5	110.0	138.0	121.4	p3
110	right	7	295	96	1.0	114.0	133.0	121.25	p3
111	right	8	295	96	1.0	114.0	133.0	121.25	p3
112	right	9	295	96	1.0	114.0	133.0	121.25	p3
113	right	10	295	96	1.0	114.0	133.0	121.25	p3
114	right	11	295	96	1.0	126.0	133.0	127.75	p3
115	right	12	295	96	1.0	126.0	133.0	127.75	p3
116	right	13	295	96	1.0	126.0	133.0	127.75	p3
117	right	14	295	96	1.5	119.0	154.0	135.4	p3
118	right	15	295	96	1.5	119.0	154.0	135.4	p3
119	right	16	295	96	1.5	119.0	154.0	135.4	p3
120	right	17	295	96	1.5	119.0	154.0	135.4	p3
121	right	18	295	96	2.0	121.0	143.0	126.5	p3
122	right	19	295	96	2.0	121.0	143.0	126.5	p3
123	right	20	295	96	2.0	121.0	143.0	126.5	p3
124	right	21	295	96	2.0	121.0	143.0	126.5	p3
125	right	22	295	96	1.0	108.0	127.0	115.0	p3
126	right	23	295	96	1.0	108.0	127.0	115.0	p3
127	right	24	295	96	1.0	108.0	127.0	115.0	p3
128	right	25	295	96	1.0	108.0	127.0	115.0	p3
131	right	33	295	96	1.5	112.0	131.0	116.4	p3
132	right	34	295	96	1.5	112.0	131.0	116.4	p3
133	right	35	295	96	1.5	112.0	131.0	116.4	p3
134	right	36	295	96	1.5	112.0	131.0	116.4	p3
135	right	41	295	96	0.5	109.0	126.0	113.66666666666666	p3
136	right	42	295	96	0.5	109.0	126.0	113.66666666666666	p3
137	right	43	295	96	0.5	109.0	126.0	113.66666666666666	p3
166	right	82	295	155	0.5	123.0	134.0	125.66666666666666	p4
167	right	83	295	155	0.5	123.0	134.0	125.66666666666666	p4
168	right	84	295	155	0.5	123.0	134.0	125.66666666666666	p4
169	right	85	295	155	0.5	123.0	134.0	125.66666666666666	p4
170	right	86	295	155	2.5	108.0	144.0	122.0	p4
171	right	87	295	155	2.5	108.0	144.0	122.0	p4
172	right	88	295	155	2.5	108.0	144.0	122.0	p4
173	right	89	295	155	1.5	108.0	135.0	122.2	p4
174	right	90	295	155	1.5	108.0	135.0	122.2	p4
175	right	91	295	155	1.5	108.0	135.0	122.2	p4
176	right	92	295	155	1.5	108.0	135.0	122.2	p4
177	right	93	295	155	2.0	114.0	149.0	124.66666666666666	p4
178	right	94	295	155	2.0	114.0	149.0	124.66666666666666	p4
179	right	95	295	155	2.0	114.0	149.0	124.66666666666666	p4
180	right	96	295	155	2.0	114.0	149.0	124.66666666666666	p4
181	right	97	295	155	0.5	117.0	128.0	122.0	p4
182	right	98	295	155	0.5	117.0	128.0	122.0	p4
183	right	99	295	155	0.5	117.0	128.0	122.0	p4
184	right	100	295	155	0.5	117.0	128.0	122.0	p4
142	right	101	295	154	2.0	109.0	147.0	119.33333333333331	p4
185	right	102	295	155	2.5	108.0	147.0	122.14285714285714	p4
186	right	103	295	155	2.5	108.0	147.0	122.14285714285714	p4
147	right	104	294	155	3.5	112.0	147.0	124.875	p4
148	right	105	294	155	3.5	112.0	147.0	124.875	p4
149	right	106	294	155	3.5	112.0	147.0	124.875	p4
150	right	107	294	155	3.5	112.0	147.0	124.875	p4
187	right	108	295	155	2.0	118.0	143.0	122.0	p4
188	right	109	295	155	2.0	118.0	143.0	122.0	p4
189	right	110	295	155	2.0	118.0	143.0	122.0	p4
190	right	111	295	155	2.0	118.0	143.0	122.0	p4
191	right	112	295	155	3.5	108.0	162.0	123.75	p4
192	right	113	295	155	3.5	108.0	162.0	123.75	p4
193	right	114	295	155	3.5	108.0	162.0	123.75	p4
194	right	115	295	155	3.5	108.0	162.0	123.75	p4
195	right	116	295	155	1.0	116.0	144.0	124.25	p4
196	right	117	295	155	1.0	116.0	144.0	124.25	p4
197	right	118	295	155	1.0	116.0	144.0	124.25	p4
198	right	119	295	155	1.0	115.0	143.0	121.75	p4
199	right	120	295	155	1.0	115.0	143.0	121.75	p4
200	right	121	295	155	1.0	115.0	143.0	121.75	p4
201	right	122	295	155	1.0	115.0	143.0	121.75	p4
143	right	123	295	154	2.0	114.0	143.0	124.5	p4
144	right	124	295	154	2.0	114.0	143.0	124.5	p4
145	right	125	295	154	2.0	114.0	143.0	124.5	p4
146	right	126	295	154	2.0	114.0	143.0	124.5	p4
202	right	127	295	155	3.0	114.0	147.0	127.57142857142856	p4
203	right	128	295	155	3.0	114.0	147.0	127.57142857142856	p4
204	right	129	295	155	3.0	114.0	147.0	127.57142857142856	p4
205	right	130	295	155	3.0	114.0	147.0	127.57142857142856	p4
206	right	131	295	155	4.0	109.0	166.0	124.125	p4
207	right	132	295	155	4.0	109.0	166.0	124.125	p4
208	right	133	295	155	4.0	109.0	166.0	124.125	p4
209	right	134	295	155	4.0	108.0	147.0	119.5	p4
210	right	135	295	155	4.0	108.0	147.0	119.5	p4
211	right	136	295	155	4.0	108.0	147.0	119.5	p4
212	right	137	295	155	4.0	108.0	147.0	119.5	p4
138	right	138	294	154	3.0	108.0	157.0	120.57142857142856	p4
139	right	139	294	154	3.0	108.0	157.0	120.57142857142856	p4
140	right	140	294	154	3.0	108.0	157.0	120.57142857142856	p4
141	right	141	294	154	3.0	108.0	157.0	120.57142857142856	p4
151	right	142	294	155	4.5	111.0	153.0	125.33333333333331	p4
152	right	143	294	155	4.5	111.0	153.0	125.33333333333331	p4
153	right	144	294	155	4.5	111.0	153.0	125.33333333333331	p4
154	right	145	294	155	4.5	111.0	153.0	125.33333333333331	p4
213	right	146	295	155	4.0	110.0	164.0	131.125	p4
214	right	147	295	155	4.0	110.0	164.0	131.125	p4
215	right	148	295	155	4.0	110.0	164.0	131.125	p4
216	right	149	295	155	4.0	110.0	164.0	131.125	p4
217	right	150	295	155	5.0	109.0	159.0	126.8	p4
218	right	151	295	155	5.0	109.0	159.0	126.8	p4
219	right	152	295	155	5.0	109.0	159.0	126.8	p4
155	right	153	294	155	3.5	114.0	158.0	127.625	p4
156	right	154	294	155	3.5	114.0	158.0	127.625	p4
157	right	155	294	155	3.5	114.0	158.0	127.625	p4
158	right	156	294	155	3.5	114.0	158.0	127.625	p4
159	right	157	294	155	4.5	113.0	161.0	132.11111111111111	p4
160	right	158	294	155	4.5	113.0	161.0	132.11111111111111	p4
161	right	159	294	155	4.5	113.0	161.0	132.11111111111111	p4
162	right	160	294	155	4.5	113.0	161.0	132.11111111111111	p4
220	right	161	295	155	4.0	109.0	157.0	128.125	p4
221	right	162	295	155	4.0	109.0	157.0	128.125	p4
222	right	163	295	155	4.0	109.0	157.0	128.125	p4
223	right	164	295	155	4.0	109.0	157.0	128.125	p4
163	right	165	294	155	2.0	109.0	164.0	130.0	p4
164	right	166	294	155	2.0	109.0	164.0	130.0	p4
165	right	167	294	155	2.0	109.0	164.0	130.0	p4
224	right	101	301	329	0.5	113.0	114.0	109.66666666666666	p5
225	right	102	301	329	0.5	113.0	114.0	109.66666666666666	p5
226	right	103	301	329	0.5	113.0	114.0	109.66666666666666	p5
249	right	210	295	213	1.5	113.0	156.0	128.4	p6
250	right	211	295	213	1.5	113.0	156.0	128.4	p6
251	right	212	295	213	1.5	113.0	156.0	128.4	p6
227	right	213	295	212	2.0	120.0	155.0	128.0	p6
228	right	214	295	212	2.0	120.0	155.0	128.0	p6
229	right	215	295	212	2.0	120.0	155.0	128.0	p6
230	right	216	295	212	2.0	120.0	155.0	128.0	p6
252	right	217	295	213	2.5	109.0	165.0	129.42857142857142	p6
253	right	218	295	213	2.5	109.0	165.0	129.42857142857142	p6
254	right	219	295	213	2.5	109.0	165.0	129.42857142857142	p6
255	right	220	295	213	2.5	109.0	165.0	129.42857142857142	p6
256	right	221	295	213	2.0	108.0	155.0	133.83333333333331	p6
257	right	222	295	213	2.0	108.0	155.0	133.83333333333331	p6
258	right	223	295	213	2.0	108.0	155.0	133.83333333333331	p6
259	right	224	295	213	2.0	108.0	155.0	133.83333333333331	p6
231	right	225	295	212	3.0	109.0	152.0	131.14285714285714	p6
232	right	226	295	212	3.0	109.0	152.0	131.14285714285714	p6
233	right	227	295	212	3.0	109.0	152.0	131.14285714285714	p6
234	right	228	295	212	3.0	114.0	175.0	137.57142857142856	p6
235	right	229	295	212	3.0	114.0	175.0	137.57142857142856	p6
236	right	230	295	212	3.0	114.0	175.0	137.57142857142856	p6
237	right	231	295	212	3.0	114.0	175.0	137.57142857142856	p6
260	right	232	295	213	3.0	108.0	157.0	132.0	p6
261	right	233	295	213	3.0	108.0	157.0	132.0	p6
262	right	234	295	213	3.0	108.0	157.0	132.0	p6
263	right	235	295	213	3.0	108.0	157.0	132.0	p6
264	right	236	295	213	5.0	109.0	173.0	129.5	p6
265	right	237	295	213	5.0	109.0	173.0	129.5	p6
266	right	238	295	213	5.0	109.0	173.0	129.5	p6
267	right	239	295	213	5.0	109.0	173.0	129.5	p6
238	right	240	295	212	4.0	112.0	169.0	130.375	p6
239	right	241	295	212	4.0	112.0	169.0	130.375	p6
240	right	242	295	212	4.0	112.0	169.0	130.375	p6
268	right	243	295	213	1.5	123.0	152.0	132.8	p6
269	right	244	295	213	1.5	123.0	152.0	132.8	p6
270	right	245	295	213	1.5	123.0	152.0	132.8	p6
271	right	246	295	213	1.5	123.0	152.0	132.8	p6
241	right	247	295	212	4.0	120.0	178.0	136.0	p6
242	right	248	295	212	4.0	120.0	178.0	136.0	p6
243	right	249	295	212	4.0	120.0	178.0	136.0	p6
244	right	250	295	212	4.0	120.0	178.0	136.0	p6
272	right	251	295	213	4.5	108.0	173.0	132.55555555555554	p6
273	right	252	295	213	4.5	108.0	173.0	132.55555555555554	p6
274	right	253	295	213	4.5	108.0	173.0	132.55555555555554	p6
275	right	254	295	213	4.5	108.0	173.0	132.55555555555554	p6
276	right	255	295	213	2.0	121.0	165.0	135.66666666666666	p6
277	right	256	295	213	2.0	121.0	165.0	135.66666666666666	p6
278	right	257	295	213	2.0	121.0	165.0	135.66666666666666	p6
245	right	258	294	213	3.5	110.0	169.0	131.625	p6
246	right	259	294	213	3.5	110.0	169.0	131.625	p6
247	right	260	294	213	3.5	110.0	169.0	131.625	p6
248	right	261	294	213	3.5	110.0	169.0	131.625	p6
279	right	262	295	213	3.5	108.0	176.0	134.25	p6
280	right	263	295	213	3.5	108.0	176.0	134.25	p6
281	right	264	295	213	3.5	108.0	176.0	134.25	p6
282	right	265	295	213	3.5	108.0	176.0	134.25	p6
283	right	266	295	213	3.5	114.0	168.0	131.375	p6
284	right	267	295	213	3.5	114.0	168.0	131.375	p6
285	right	268	295	213	3.5	114.0	168.0	131.375	p6
286	right	269	295	213	3.5	114.0	168.0	131.375	p6
287	right	270	295	213	2.5	108.0	161.0	129.0	p6
288	right	271	295	213	2.5	108.0	161.0	129.0	p6
289	right	272	295	213	2.5	108.0	161.0	129.0	p6
290	right	273	295	213	2.0	110.0	159.0	133.16666666666666	p6
291	right	274	295	213	2.0	110.0	159.0	133.16666666666666	p6
292	right	275	295	213	2.0	110.0	159.0	133.16666666666666	p6
293	right	276	295	213	2.0	110.0	159.0	133.16666666666666	p6
294	right	277	295	213	3.0	108.0	159.0	128.57142857142856	p6
295	right	278	295	213	3.0	108.0	159.0	128.57142857142856	p6
296	right	279	295	213	3.0	108.0	159.0	128.57142857142856	p6
297	right	280	295	213	3.0	108.0	159.0	128.57142857142856	p6
298	right	281	295	213	3.0	108.0	161.0	128.57142857142856	p6
299	right	282	295	213	3.0	108.0	161.0	128.57142857142856	p6
300	right	283	295	213	3.0	108.0	161.0	128.57142857142856	p6
301	right	284	295	213	3.0	108.0	161.0	128.57142857142856	p6
302	right	285	295	213	3.0	108.0	159.0	134.7142857142857	p6
303	right	286	295	213	3.0	108.0	159.0	134.7142857142857	p6
304	right	287	295	213	3.0	108.0	159.0	134.7142857142857	p6
305	right	288	295	213	3.0	114.0	150.0	126.0	p6
306	right	289	295	213	3.0	114.0	150.0	126.0	p6
307	right	290	295	213	3.0	114.0	150.0	126.0	p6
308	right	291	295	213	3.0	114.0	150.0	126.0	p6
320	right	330	294	269	2.0	116.0	144.0	131.83333333333331	p7
321	right	331	294	269	2.0	116.0	144.0	131.83333333333331	p7
322	right	332	294	269	2.0	116.0	144.0	131.83333333333331	p7
323	right	333	294	269	2.0	109.0	151.0	130.83333333333331	p7
324	right	334	294	269	2.0	109.0	151.0	130.83333333333331	p7
325	right	335	294	269	2.0	109.0	151.0	130.83333333333331	p7
326	right	336	294	269	2.0	109.0	151.0	130.83333333333331	p7
327	right	337	294	269	3.5	110.0	155.0	132.625	p7
328	right	338	294	269	3.5	109.0	152.0	130.75	p7
329	right	339	294	269	3.5	108.0	151.0	129.625	p7
330	right	340	294	269	2.5	112.0	149.0	131.14285714285714	p7
384	right	341	295	269	4.0	108.0	166.0	127.33333333333331	p7
385	right	342	295	269	4.0	108.0	166.0	127.33333333333331	p7
386	right	343	295	269	4.0	108.0	166.0	127.33333333333331	p7
387	right	344	295	269	4.0	108.0	166.0	127.33333333333331	p7
331	right	345	294	269	2.0	126.0	141.0	125.66666666666666	p7
332	right	346	294	269	2.0	126.0	141.0	125.66666666666666	p7
333	right	347	294	269	2.0	126.0	141.0	125.66666666666666	p7
334	right	348	294	269	2.0	126.0	141.0	125.66666666666666	p7
388	right	349	294	270	3.5	115.0	143.0	127.25	p7
389	right	350	294	270	3.5	115.0	143.0	127.25	p7
390	right	351	294	270	3.5	115.0	143.0	127.25	p7
335	right	352	294	269	3.5	113.0	157.0	132.0	p7
336	right	353	294	269	3.5	113.0	157.0	132.0	p7
337	right	354	294	269	3.5	113.0	157.0	132.0	p7
338	right	355	294	269	3.5	113.0	157.0	132.0	p7
339	right	356	294	269	3.5	108.0	156.0	131.875	p7
340	right	357	294	269	3.5	108.0	156.0	131.875	p7
341	right	358	294	269	3.5	108.0	156.0	131.875	p7
342	right	359	294	269	3.5	108.0	156.0	131.875	p7
343	right	360	294	269	2.0	113.0	145.0	124.5	p7
344	right	361	294	269	2.0	113.0	145.0	124.5	p7
345	right	362	294	269	2.0	113.0	145.0	124.5	p7
346	right	363	294	269	2.0	128.0	169.0	135.66666666666666	p7
347	right	364	294	269	2.0	128.0	169.0	135.66666666666666	p7
348	right	365	294	269	2.0	128.0	169.0	135.66666666666666	p7
349	right	366	294	269	2.0	128.0	169.0	135.66666666666666	p7
350	right	367	294	269	2.0	108.0	154.0	129.33333333333331	p7
351	right	368	294	269	2.0	108.0	154.0	129.33333333333331	p7
352	right	369	294	269	2.0	108.0	154.0	129.33333333333331	p7
353	right	370	294	269	2.0	108.0	154.0	129.33333333333331	p7
354	right	371	294	269	3.5	116.0	167.0	138.125	p7
355	right	372	294	269	3.5	116.0	167.0	138.125	p7
356	right	373	294	269	3.5	116.0	167.0	138.125	p7
357	right	374	294	269	3.5	116.0	167.0	138.125	p7
358	right	375	294	269	2.5	113.0	149.0	130.85714285714286	p7
359	right	376	294	269	3.5	110.0	151.0	126.125	p7
360	right	377	294	269	2.5	113.0	149.0	130.85714285714286	p7
361	right	378	294	269	3.5	108.0	151.0	127.25	p7
362	right	379	294	269	3.5	108.0	151.0	127.25	p7
363	right	380	294	269	3.5	108.0	151.0	127.25	p7
364	right	381	294	269	3.5	108.0	151.0	127.25	p7
309	right	382	293	269	2.0	114.0	134.0	120.5	p7
310	right	383	293	269	2.0	114.0	134.0	120.5	p7
311	right	384	293	269	2.0	114.0	134.0	120.5	p7
312	right	385	293	269	2.0	114.0	134.0	120.5	p7
365	right	386	294	269	2.0	113.0	131.0	118.66666666666666	p7
366	right	387	294	269	2.0	113.0	131.0	118.66666666666666	p7
367	right	388	294	269	2.0	113.0	131.0	118.66666666666666	p7
368	right	389	294	269	2.0	113.0	131.0	118.66666666666666	p7
369	right	390	294	269	4.0	116.0	141.0	126.44444444444444	p7
370	right	391	294	269	4.0	116.0	141.0	126.44444444444444	p7
371	right	392	294	269	4.0	116.0	141.0	126.44444444444444	p7
372	right	393	294	269	4.0	116.0	141.0	126.44444444444444	p7
373	right	394	294	269	3.0	113.0	154.0	129.5	p7
374	right	395	294	269	3.0	113.0	154.0	129.5	p7
375	right	396	294	269	3.0	113.0	154.0	129.5	p7
376	right	397	294	269	4.0	109.0	142.0	119.44444444444444	p7
377	right	398	294	269	4.0	109.0	142.0	119.44444444444444	p7
378	right	399	294	269	4.0	109.0	142.0	119.44444444444444	p7
379	right	400	294	269	4.0	109.0	142.0	119.44444444444444	p7
380	right	401	294	269	2.5	109.0	143.0	122.0	p7
381	right	402	294	269	2.5	109.0	143.0	122.0	p7
382	right	403	294	269	2.5	109.0	143.0	122.0	p7
383	right	404	294	269	2.5	109.0	143.0	122.0	p7
313	right	405	293	269	1.0	112.0	142.0	125.25	p7
314	right	406	293	269	1.0	112.0	142.0	125.25	p7
315	right	407	293	269	1.0	112.0	142.0	125.25	p7
316	right	408	293	269	1.0	112.0	142.0	125.25	p7
317	right	409	293	269	1.5	109.0	133.0	116.2	p7
318	right	410	293	269	1.5	109.0	133.0	116.2	p7
319	right	411	293	269	1.5	109.0	133.0	116.2	p7
391	right	367	294	325	0.5	114.0	128.0	117.0	p8
392	right	368	294	325	0.5	114.0	128.0	117.0	p8
393	right	369	294	325	0.5	114.0	128.0	117.0	p8
394	right	370	294	325	0.5	114.0	128.0	117.0	p8
395	right	454	292	325	1.5	112.0	148.0	121.4	p8
396	right	455	292	325	1.5	112.0	148.0	121.4	p8
397	right	456	292	325	1.5	112.0	148.0	121.4	p8
455	right	461	293	325	2.0	113.0	151.0	125.83333333333331	p8
456	right	462	293	325	2.0	113.0	151.0	125.83333333333331	p8
457	right	463	293	325	2.0	113.0	151.0	125.83333333333331	p8
458	right	464	293	325	2.0	113.0	151.0	125.83333333333331	p8
398	right	465	292	325	1.0	113.0	153.0	127.5	p8
399	right	466	292	325	1.0	113.0	153.0	127.5	p8
400	right	467	292	325	1.0	113.0	153.0	127.5	p8
401	right	468	292	325	1.0	113.0	153.0	127.5	p8
459	right	469	293	325	2.0	127.0	157.0	134.16666666666666	p8
460	right	470	293	325	2.0	127.0	157.0	134.16666666666666	p8
461	right	471	293	325	2.0	127.0	157.0	134.16666666666666	p8
462	right	472	293	325	1.5	123.0	159.0	132.8	p8
463	right	473	293	325	1.5	123.0	159.0	132.8	p8
464	right	474	293	325	1.5	123.0	159.0	132.8	p8
465	right	475	293	325	1.5	123.0	159.0	132.8	p8
466	right	476	293	325	2.0	117.0	163.0	133.0	p8
467	right	477	293	325	2.0	117.0	163.0	133.0	p8
468	right	478	293	325	2.0	117.0	163.0	133.0	p8
469	right	479	293	325	2.0	117.0	163.0	133.0	p8
402	right	480	292	325	2.5	108.0	170.0	133.28571428571428	p8
403	right	481	292	325	2.5	108.0	170.0	133.28571428571428	p8
404	right	482	292	325	2.5	108.0	170.0	133.28571428571428	p8
405	right	483	292	325	2.5	108.0	170.0	133.28571428571428	p8
470	right	484	293	325	2.0	114.0	159.0	130.83333333333331	p8
471	right	485	293	325	2.0	114.0	159.0	130.83333333333331	p8
472	right	486	293	325	2.0	114.0	159.0	130.83333333333331	p8
473	right	487	293	325	3.0	110.0	140.0	118.71428571428572	p8
474	right	488	293	325	3.0	110.0	140.0	118.71428571428572	p8
475	right	489	293	325	3.0	110.0	140.0	118.71428571428572	p8
476	right	490	293	325	3.0	110.0	140.0	118.71428571428572	p8
406	right	491	292	325	3.0	108.0	164.0	129.7142857142857	p8
407	right	492	292	325	3.0	108.0	164.0	129.7142857142857	p8
