camera	frame	cX	cY	area	minI	maxI	meanI
right	384	293	269	2.0	114.0	134.0	120.5
left	385	357	269	1.5	110.0	157.0	126.4
left	385	357	326	1.0	110.0	127.0	114.5
right	385	293	269	2.0	114.0	134.0	120.5
left	386	357	269	1.5	110.0	157.0	126.4
left	386	357	326	1.0	110.0	127.0	114.5
right	386	294	269	2.0	113.0	131.0	118.66666666666666
left	387	357	269	1.5	110.0	157.0	126.4
left	387	357	326	1.0	110.0	127.0	114.5
right	387	294	269	2.0	113.0	131.0	118.66666666666666
left	388	357	269	1.5	110.0	157.0	126.4
left	388	357	326	1.0	110.0	127.0	114.5
right	388	294	269	2.0	113.0	131.0	118.66666666666666
left	389	357	269	2.5	109.0	148.0	126.33333333333333
right	389	294	269	2.0	113.0	131.0	118.66666666666666
left	390	357	269	2.5	109.0	148.0	126.33333333333333
right	390	294	269	4.0	116.0	141.0	126.44444444444444
left	391	357	269	2.5	109.0	148.0	126.33333333333333
right	391	294	269	4.0	116.0	141.0	126.44444444444444
left	392	357	269	2.5	109.0	148.0	126.33333333333333
right	392	294	269	4.0	116.0	141.0	126.44444444444444
left	393	358	269	3.0	116.0	162.0	129.0
right	393	294	269	4.0	116.0	141.0	126.44444444444444
left	394	358	269	3.0	116.0	162.0	129.0
right	394	294	269	3.0	113.0	154.0	129.5
left	395	358	269	3.0	116.0	162.0	129.0
right	395	294	269	3.0	113.0	154.0	129.5
left	396	358	269	3.0	116.0	162.0	129.0
right	396	294	269	3.0	113.0	154.0	129.5
left	397	358	269	4.0	112.0	152.0	122.88888888888889
right	397	294	269	4.0	109.0	142.0	119.44444444444444
left	398	358	269	4.0	112.0	152.0	122.88888888888889
right	398	294	269	4.0	109.0	142.0	119.44444444444444
left	399	358	269	4.0	112.0	152.0	122.88888888888889
right	399	294	269	4.0	109.0	142.0	119.44444444444444
left	400	358	270	3.0	108.0	147.0	119.71428571428571
right	400	294	269	4.0	109.0	142.0	119.44444444444444
left	401	358	270	3.0	108.0	147.0	119.71428571428571
right	401	294	269	2.5	109.0	143.0	122.0
left	402	358	270	3.0	108.0	147.0	119.71428571428571
right	402	294	269	2.5	109.0	143.0	122.0
left	403	358	270	3.0	108.0	147.0	119.71428571428571
right	403	294	269	2.5	109.0	143.0	122.0
left	404	358	269	2.5	116.0	161.0	126.66666666666666
right	404	294	269	2.5	109.0	143.0	122.0
left	405	358	269	2.5	116.0	161.0	126.66666666666666
right	405	293	269	1.0	112.0	142.0	125.25
left	406	358	269	2.5	116.0	161.0	126.66666666666666
right	406	293	269	1.0	112.0	142.0	125.25
left	407	358	269	2.5	116.0	161.0	126.66666666666666
right	407	293	269	1.0	112.0	142.0	125.25
left	408	358	269	3.0	109.0	155.0	121.42857142857142
right	408	293	269	1.0	112.0	142.0	125.25
left	409	358	269	3.0	109.0	155.0	121.42857142857142
right	409	293	269	1.5	109.0	133.0	116.2
left	410	358	269	3.0	109.0	155.0	121.42857142857142
right	410	293	269	1.5	109.0	133.0	116.2
left	411	358	269	3.0	109.0	155.0	121.42857142857142
right	411	293	269	1.5	109.0	133.0	116.2
left	453	356	326	0.5	117.0	124.0	117.0
left	454	356	326	0.5	117.0	124.0	117.0
right	454	292	325	1.5	112.0	148.0	121.4
left	455	356	326	0.5	117.0	124.0	117.0
right	455	292	325	1.5	112.0	148.0	121.4
left	456	356	326	0.5	117.0	124.0	117.0
right	456	292	325	1.5	112.0	148.0	121.4
left	457	356	325	3.0	110.0	140.0	128.14285714285714
left	458	356	325	3.0	110.0	140.0	128.14285714285714
left	459	356	325	3.0	110.0	140.0	128.14285714285714
left	460	356	326	1.5	117.0	141.0	123.60000000000001
left	461	356	326	1.5	117.0	141.0	123.60000000000001
right	461	293	325	2.0	113.0	151.0	125.83333333333333
left	462	356	326	1.5	117.0	141.0	123.60000000000001
right	462	293	325	2.0	113.0	151.0	125.83333333333333
left	463	356	326	1.5	117.0	141.0	123.60000000000001
right	463	293	325	2.0	113.0	151.0	125.83333333333333
left	464	356	326	1.5	109.0	142.0	128.0
right	464	293	325	2.0	113.0	151.0	125.83333333333333
left	465	356	326	1.5	109.0	142.0	128.0
right	465	292	325	1.0	113.0	153.0	127.5
left	466	356	326	1.5	109.0	142.0	128.0
right	466	292	325	1.0	113.0	153.0	127.5
left	467	356	326	1.5	109.0	142.0	128.0
right	467	292	325	1.0	113.0	153.0	127.5
left	468	356	326	3.0	109.0	147.0	126.28571428571428
right	468	292	325	1.0	113.0	153.0	127.5
left	469	356	326	3.0	109.0	147.0	126.28571428571428
right	469	293	325	2.0	127.0	157.0	134.16666666666666
left	470	356	326	3.0	109.0	147.0	126.28571428571428
right	470	293	325	2.0	127.0	157.0	134.16666666666666
left	471	356	326	3.0	109.0	147.0	126.28571428571428
right	471	293	325	2.0	127.0	157.0	134.16666666666666
left	472	356	326	1.0	122.0	152.0	135.0
right	472	293	325	1.5	123.0	159.0	132.8
left	473	356	326	1.0	122.0	152.0	135.0
right	473	293	325	1.5	123.0	159.0	132.8
left	474	356	326	1.0	122.0	152.0	135.0
right	474	293	325	1.5	123.0	159.0	132.8
left	475	356	326	3.0	109.0	155.0	131.28571428571428
right	475	293	325	1.5	123.0	159.0	132.8
left	476	356	326	3.0	109.0	155.0	131.28571428571428
right	476	293	325	2.0	117.0	163.0	133.0
left	477	356	326	3.0	109.0	155.0	131.28571428571428
right	477	293	325	2.0	117.0	163.0	133.0
left	478	356	326	3.0	109.0	155.0	131.28571428571428
right	478	293	325	2.0	117.0	163.0	133.0
left	479	356	326	2.5	114.0	162.0	131.57142857142856
right	479	293	325	2.0	117.0	163.0	133.0
left	480	356	326	2.5	114.0	162.0	131.57142857142856
right	480	292	325	2.5	108.0	170.0	133.28571428571428
left	481	356	326	2.5	114.0	162.0	131.57142857142856
right	481	292	325	2.5	108.0	170.0	133.28571428571428
left	482	356	326	2.5	114.0	162.0	131.57142857142856
right	482	292	325	2.5	108.0	170.0	133.28571428571428
left	483	356	326	3.0	110.0	155.0	128.14285714285714
right	483	292	325	2.5	108.0	170.0	133.28571428571428
left	484	356	326	3.0	110.0	155.0	128.14285714285714
right	484	293	325	2.0	114.0	159.0	130.83333333333331
left	485	356	326	3.0	110.0	155.0	128.14285714285714
right	485	293	325	2.0	114.0	159.0	130.83333333333331
left	486	356	326	3.0	110.0	155.0	128.14285714285714
right	486	293	325	2.0	114.0	159.0	130.83333333333331
left	487	356	326	1.5	109.0	159.0	142.8
right	487	293	325	3.0	110.0	140.0	118.71428571428571
left	488	356	326	1.5	109.0	159.0	142.8
right	488	293	325	3.0	110.0	140.0	118.71428571428571
left	489	356	326	1.5	109.0	159.0	142.8
right	489	293	325	3.0	110.0	140.0	118.71428571428571
left	490	356	326	1.5	109.0	134.0	119.4
right	490	293	325	3.0	110.0	140.0	118.71428571428571
left	491	356	326	1.5	109.0	134.0	119.4
right	491	292	325	3.0	108.0	164.0	129.7142857142857
left	492	356	326	1.5	109.0	134.0	119.4
right	492	292	325	3.0	108.0	164.0	129.7142857142857
left	493	356	326	1.5	109.0	134.0	119.4
right	493	292	325	3.0	108.0	164.0	129.7142857142857
left	494	356	326	1.5	110.0	128.0	113.80000000000001
right	494	292	325	3.0	108.0	164.0	129.7142857142857
left	495	356	326	1.5	110.0	128.0	113.80000000000001
right	495	292	325	1.0	114.0	143.0	125.5
left	496	356	326	1.5	110.0	128.0	113.80000000000001
right	496	292	325	1.0	114.0	143.0	125.5
left	497	356	326	1.5	110.0	128.0	113.80000000000001
right	497	292	325	1.0	114.0	143.0	125.5
left	498	356	326	2.0	115.0	141.0	121.33333333333333
right	498	292	325	1.0	114.0	143.0	125.5
left	499	356	326	2.0	115.0	141.0	121.33333333333333
right	499	292	325	2.0	108.0	145.0	127.16666666666666
left	500	356	326	2.0	115.0	141.0	121.33333333333333
right	500	292	325	2.0	108.0	145.0	127.16666666666666
left	501	356	326	2.0	114.0	140.0	120.16666666666666
right	501	292	325	2.0	108.0	145.0	127.16666666666666
left	502	356	326	2.5	108.0	165.0	131.5
right	502	292	325	2.0	114.0	149.0	132.0
left	503	356	326	2.5	108.0	165.0	131.5
right	503	292	325	2.0	114.0	149.0	132.0
left	504	356	326	2.5	108.0	165.0	131.5
right	504	292	325	2.0	114.0	149.0	132.0
left	505	356	326	2.0	117.0	138.0	123.83333333333333
right	505	292	325	2.0	114.0	149.0	132.0
left	506	356	326	2.0	117.0	138.0	123.83333333333333
right	506	292	325	2.0	110.0	144.0	126.0
left	507	356	326	2.0	117.0	138.0	123.83333333333333
right	507	292	325	2.0	110.0	144.0	126.0
left	508	356	326	2.0	117.0	138.0	123.83333333333333
right	508	292	325	2.0	110.0	144.0	126.0
left	509	356	326	1.0	110.0	145.0	123.25
right	509	292	325	2.0	110.0	144.0	126.0
left	510	356	326	1.0	110.0	145.0	123.25
right	510	292	325	3.0	108.0	147.0	124.57142857142857
left	511	356	326	1.0	110.0	145.0	123.25
right	511	292	325	3.0	108.0	147.0	124.57142857142857
left	512	356	326	1.0	110.0	145.0	123.25
right	512	292	325	3.0	108.0	147.0	124.57142857142857
left	513	356	326	0.5	109.0	135.0	120.0
right	513	292	325	3.0	108.0	147.0	124.57142857142857
left	514	356	326	0.5	109.0	135.0	120.0
right	514	292	325	2.0	109.0	147.0	127.33333333333333
left	515	356	326	0.5	109.0	135.0	120.0
right	515	292	325	2.0	109.0	147.0	127.33333333333333
left	516	356	326	0.5	109.0	135.0	120.0
right	516	292	325	2.0	109.0	147.0	127.33333333333333
left	517	355	326	1.0	129.0	145.0	134.25
right	517	292	325	1.5	120.0	142.0	130.20000000000002
left	518	355	326	1.0	129.0	145.0	134.25
right	518	292	325	1.5	120.0	142.0	130.20000000000002
left	519	355	326	1.0	129.0	145.0	134.25
right	519	292	325	1.5	120.0	142.0	130.20000000000002
left	520	355	326	3.5	110.0	147.0	120.875
right	520	292	325	1.5	120.0	142.0	130.20000000000002
left	521	355	326	3.5	110.0	147.0	120.875
right	521	292	325	1.5	112.0	147.0	122.2
left	522	355	326	3.5	110.0	147.0	120.875
right	522	292	325	1.5	112.0	147.0	122.2
left	523	355	326	3.5	110.0	147.0	120.875
right	523	292	325	1.5	112.0	147.0	122.2
left	524	355	326	2.0	115.0	145.0	126.83333333333333
right	524	292	325	1.5	112.0	147.0	122.2
left	525	355	326	2.0	115.0	145.0	126.83333333333333
right	525	292	325	1.0	110.0	133.0	122.75
left	526	355	326	2.0	115.0	145.0	126.83333333333333
right	526	292	325	1.0	110.0	133.0	122.75
left	527	355	326	2.0	115.0	145.0	126.83333333333333
right	527	292	325	1.0	110.0	133.0	122.75
left	528	356	326	1.0	126.0	144.0	131.75
right	528	292	325	1.0	110.0	133.0	122.75
left	529	356	326	1.0	126.0	144.0	131.75
right	529	292	325	1.5	108.0	149.0	124.4
left	530	356	326	1.0	126.0	144.0	131.75
right	530	292	325	1.5	108.0	149.0	124.4
left	531	356	326	1.0	126.0	144.0	131.75
right	531	292	325	1.5	108.0	149.0	124.4
left	532	356	326	1.5	115.0	145.0	125.0
right	532	292	325	1.0	113.0	134.0	123.25
left	533	356	326	1.5	115.0	145.0	125.0
right	533	292	325	1.0	113.0	134.0	123.25
left	534	356	326	1.5	115.0	145.0	125.0
right	534	292	325	1.0	113.0	134.0	123.25
left	535	355	326	4.5	109.0	162.0	125.66666666666666
right	535	292	325	1.0	113.0	134.0	123.25
left	536	355	326	4.5	109.0	162.0	125.66666666666666
right	536	292	325	1.5	115.0	161.0	135.6
left	537	355	326	4.5	109.0	162.0	125.66666666666666
right	537	292	325	1.5	115.0	161.0	135.6
left	538	355	326	4.5	109.0	162.0	125.66666666666666
right	538	292	325	1.5	115.0	161.0	135.6
right	539	292	325	1.5	115.0	161.0	135.6
left	577	352	380	0.5	112.0	159.0	132.0
right	577	290	379	2.5	120.0	147.0	127.85714285714285
left	578	352	380	0.5	112.0	159.0	132.0
right	578	290	379	2.5	120.0	147.0	127.85714285714285
left	579	352	380	0.5	112.0	159.0	132.0
right	579	290	379	2.5	120.0	147.0	127.85714285714285
left	580	352	381	1.5	111.0	149.0	123.80000000000001
right	580	290	379	2.5	120.0	147.0	127.85714285714285
left	581	352	381	1.5	111.0	149.0	123.80000000000001
right	581	290	379	2.5	113.0	155.0	133.42857142857142
left	582	352	381	1.5	111.0	149.0	123.80000000000001
right	582	290	379	2.5	113.0	155.0	133.42857142857142
left	583	352	381	1.5	111.0	149.0	123.80000000000001
right	583	290	379	2.5	113.0	155.0	133.42857142857142
left	584	353	381	4.0	117.0	157.0	133.66666666666666
right	584	290	379	2.5	113.0	155.0	133.42857142857142
left	585	353	381	4.0	117.0	157.0	133.66666666666666
right	585	291	379	2.0	109.0	162.0	130.0
left	586	353	381	4.0	117.0	157.0	133.66666666666666
right	586	291	379	2.0	109.0	162.0	130.0
left	587	353	381	4.0	117.0	157.0	133.66666666666666
right	587	291	379	2.0	109.0	162.0	130.0
left	588	353	382	2.5	113.0	154.0	130.28571428571428
right	588	291	379	2.0	109.0	162.0	130.0
left	589	353	382	2.5	113.0	154.0	130.28571428571428
right	589	290	379	1.5	113.0	159.0	125.80000000000001
left	590	353	382	2.5	113.0	154.0	130.28571428571428
right	590	290	379	1.5	113.0	159.0	125.80000000000001
left	591	353	382	2.5	113.0	154.0	130.28571428571428
right	591	290	379	1.5	113.0	159.0	125.80000000000001
left	592	353	382	2.5	108.0	149.0	127.0
right	592	291	380	1.0	108.0	166.0	131.5
left	593	353	382	2.5	108.0	149.0	127.0
right	593	291	380	1.0	108.0	166.0	131.5
left	594	353	382	2.5	108.0	149.0	127.0
right	594	291	380	1.0	108.0	166.0	131.5
left	595	353	382	2.5	108.0	149.0	127.0
right	595	291	380	1.0	108.0	166.0	131.5
left	596	353	382	2.0	109.0	127.0	112.5
left	597	353	382	2.0	109.0	127.0	112.5
left	598	353	382	2.0	109.0	127.0	112.5
left	599	353	382	3.0	120.0	155.0	132.28571428571428
left	600	353	382	3.0	120.0	155.0	132.28571428571428
right	600	290	379	1.0	115.0	155.0	129.75
left	601	353	382	3.0	120.0	155.0	132.28571428571428
right	601	290	379	1.0	115.0	155.0	129.75
left	602	353	382	3.0	120.0	155.0	132.28571428571428
right	602	290	379	1.0	115.0	155.0	129.75
left	603	352	381	5.0	108.0	155.0	125.5
right	603	290	379	1.0	115.0	155.0	129.75
left	604	352	381	5.0	108.0	155.0	125.5
right	604	290	379	1.5	112.0	135.0	118.0
left	605	352	381	5.0	108.0	155.0	125.5
right	605	290	379	1.5	112.0	135.0	118.0
left	606	352	381	5.0	108.0	155.0	125.5
right	606	290	379	1.5	112.0	135.0	118.0
left	607	352	381	5.0	113.0	163.0	130.4
right	607	290	379	2.0	114.0	158.0	131.16666666666666
left	608	352	381	5.0	113.0	163.0	130.4
right	608	290	379	2.0	114.0	158.0	131.16666666666666
left	609	352	381	5.0	113.0	163.0	130.4
right	609	290	379	2.0	114.0	158.0	131.16666666666666
left	610	352	381	5.5	110.0	170.0	133.8181818181818
right	610	290	379	2.0	114.0	158.0	131.16666666666666
left	611	352	381	5.5	110.0	170.0	133.8181818181818
right	611	290	379	2.0	116.0	162.0	135.83333333333331
left	612	352	381	5.5	110.0	170.0	133.8181818181818
right	612	290	379	2.0	116.0	162.0	135.83333333333331
left	613	352	381	5.5	110.0	170.0	133.8181818181818
right	613	290	379	2.0	116.0	162.0	135.83333333333331
left	614	352	381	3.0	121.0	154.0	132.7142857142857
right	614	290	379	2.0	116.0	162.0	135.83333333333331
left	615	352	381	3.0	121.0	154.0	132.7142857142857
right	615	289	379	5.0	110.0	148.0	123.10000000000001
left	616	352	381	3.0	121.0	154.0	132.7142857142857
right	616	289	379	5.0	110.0	148.0	123.10000000000001
left	617	352	381	3.0	121.0	154.0	132.7142857142857
right	617	289	379	5.0	110.0	148.0	123.10000000000001
left	618	352	381	4.0	117.0	157.0	132.11111111111111
right	618	289	379	5.0	110.0	148.0	123.10000000000001
left	619	352	381	4.0	117.0	157.0	132.11111111111111
right	619	290	379	4.5	112.0	165.0	136.9
left	620	352	381	4.0	117.0	157.0	132.11111111111111
right	620	290	379	4.5	112.0	165.0	136.9
left	621	352	381	4.0	117.0	157.0	132.11111111111111
right	621	290	379	4.5	112.0	165.0	136.9
left	622	352	381	3.5	117.0	152.0	129.625
right	622	289	378	4.5	108.0	150.0	127.7
left	623	352	381	3.5	117.0	152.0	129.625
right	623	289	378	4.5	108.0	150.0	127.7
left	624	352	381	3.5	117.0	152.0	129.625
right	624	289	378	4.5	108.0	150.0	127.7
left	625	351	381	3.5	108.0	155.0	123.875
right	625	289	378	4.5	108.0	150.0	127.7
left	626	351	381	3.5	108.0	155.0	123.875
right	626	289	378	3.5	108.0	147.0	122.0
left	627	351	381	3.5	108.0	155.0	123.875
right	627	289	378	3.5	108.0	147.0	122.0
left	628	351	381	3.5	108.0	155.0	123.875
right	628	289	378	3.5	108.0	147.0	122.0
left	629	352	381	1.0	109.0	158.0	127.5
right	629	289	378	3.5	108.0	147.0	122.0
left	630	352	381	1.0	109.0	158.0	127.5
right	630	289	378	1.0	115.0	128.0	120.75
left	631	352	381	1.0	109.0	158.0	127.5
right	631	289	378	1.0	115.0	128.0	120.75
left	632	352	381	1.0	109.0	158.0	127.5
right	632	289	378	1.0	115.0	128.0	120.75
left	633	352	380	1.0	113.0	155.0	131.5
right	633	289	378	1.0	115.0	128.0	120.75
left	634	352	380	1.0	113.0	155.0	131.5
right	634	290	378	1.0	115.0	133.0	120.0
left	635	352	380	1.0	113.0	155.0	131.5
right	635	290	378	1.0	115.0	133.0	120.0
left	636	352	380	1.0	113.0	155.0	131.5
right	636	290	378	1.0	115.0	133.0	120.0
left	637	351	380	2.0	116.0	158.0	128.83333333333331
right	637	290	378	1.0	112.0	140.0	121.25
left	638	351	380	2.0	116.0	158.0	128.83333333333331
right	638	290	378	1.0	112.0	140.0	121.25
left	639	351	380	2.0	116.0	158.0	128.83333333333331
right	639	290	378	1.0	112.0	140.0	121.25
left	640	350	379	5.5	114.0	172.0	134.72727272727272
right	640	290	378	1.0	112.0	140.0	121.25
left	641	350	379	5.5	114.0	172.0	134.72727272727272
right	641	288	377	1.0	131.0	143.0	137.0
left	642	350	379	5.5	114.0	172.0	134.72727272727272
right	642	288	377	1.0	131.0	143.0	137.0
left	643	350	379	5.5	114.0	172.0	134.72727272727272
right	643	288	377	1.0	131.0	143.0	137.0
left	644	349	379	4.5	109.0	159.0	136.22222222222223
right	644	288	377	1.0	131.0	143.0	137.0
left	645	349	379	4.5	109.0	159.0	136.22222222222223
right	645	288	376	3.0	114.0	155.0	130.28571428571428
left	646	349	379	4.5	109.0	159.0	136.22222222222223
right	646	288	376	3.0	114.0	155.0	130.28571428571428
left	647	349	379	4.5	109.0	159.0	136.22222222222223
right	647	288	376	3.0	114.0	155.0	130.28571428571428
left	648	349	379	5.5	109.0	161.0	134.9090909090909
right	648	288	376	3.0	114.0	155.0	130.28571428571428
left	649	349	379	5.5	109.0	161.0	134.9090909090909
right	649	287	377	1.5	108.0	141.0	121.80000000000001
left	650	349	379	5.5	109.0	161.0	134.9090909090909
right	650	287	377	1.5	108.0	141.0	121.80000000000001
left	651	349	379	5.5	109.0	161.0	134.9090909090909
right	651	287	377	1.5	108.0	141.0	121.80000000000001
left	652	350	379	2.0	108.0	157.0	128.83333333333331
right	652	288	378	0.5	119.0	130.0	118.66666666666666
left	653	350	379	2.0	108.0	157.0	128.83333333333331
right	653	288	378	0.5	119.0	130.0	118.66666666666666
left	654	350	379	2.0	108.0	157.0	128.83333333333331
right	654	288	378	0.5	119.0	130.0	118.66666666666666
left	655	350	379	2.0	108.0	157.0	128.83333333333331
right	655	288	378	0.5	119.0	130.0	118.66666666666666
left	656	351	380	1.0	110.0	142.0	122.75
right	656	289	378	0.5	108.0	133.0	119.0
left	657	351	380	1.0	110.0	142.0	122.75
right	657	289	378	0.5	108.0	133.0	119.0
left	658	351	380	1.0	110.0	142.0	122.75
right	658	289	378	0.5	108.0	133.0	119.0
left	659	351	380	0.5	126.0	161.0	137.25
right	659	289	378	0.5	108.0	133.0	119.0
left	660	351	380	0.5	126.0	161.0	137.25
left	661	351	380	0.5	126.0	161.0	137.25
left	662	351	380	0.5	126.0	161.0	137.25
left	663	351	380	1.0	112.0	140.0	121.5
left	664	351	380	1.0	112.0	140.0	121.5
left	665	351	380	1.0	112.0	140.0	121.5
left	666	351	380	1.0	112.0	140.0	121.5
left	693	348	434	1.5	112.0	156.0	125.80000000000001
left	694	348	434	1.5	112.0	156.0	125.80000000000001
right	694	287	430	5.5	109.0	159.0	126.18181818181819
left	695	348	434	1.5	112.0	156.0	125.80000000000001
right	695	287	430	5.5	109.0	159.0	126.18181818181819
left	696	348	434	1.5	112.0	156.0	125.80000000000001
right	696	287	430	5.5	109.0	159.0	126.18181818181819
left	697	348	434	3.0	114.0	173.0	129.14285714285714
right	697	287	430	2.5	109.0	150.0	128.42857142857142
left	698	348	434	3.0	114.0	173.0	129.14285714285714
right	698	287	430	2.5	109.0	150.0	128.42857142857142
left	699	348	434	3.0	114.0	173.0	129.14285714285714
right	699	287	430	2.5	109.0	150.0	128.42857142857142
left	700	347	434	3.0	109.0	147.0	121.14285714285714
right	700	287	430	2.5	109.0	150.0	128.42857142857142
left	701	347	434	3.0	109.0	147.0	121.14285714285714
right	701	287	431	5.0	110.0	149.0	124.10000000000001
left	702	347	434	3.0	109.0	147.0	121.14285714285714
right	702	287	431	5.0	110.0	149.0	124.10000000000001
left	703	347	434	3.0	109.0	147.0	121.14285714285714
right	703	287	431	5.0	110.0	149.0	124.10000000000001
left	704	348	435	2.5	115.0	155.0	124.83333333333333
right	704	287	431	5.0	110.0	149.0	124.10000000000001
left	705	348	435	2.5	115.0	155.0	124.83333333333333
right	705	286	431	2.5	119.0	138.0	121.71428571428571
left	706	348	435	2.5	115.0	155.0	124.83333333333333
right	706	286	431	2.5	119.0	138.0	121.71428571428571
left	707	348	435	2.5	115.0	155.0	124.83333333333333
right	707	286	431	2.5	119.0	138.0	121.71428571428571
right	708	286	431	2.5	119.0	138.0	121.71428571428571
left	712	347	435	4.0	110.0	151.0	121.77777777777777
left	713	347	435	4.0	110.0	151.0	121.77777777777777
left	714	347	435	4.0	110.0	151.0	121.77777777777777
left	715	347	435	4.0	110.0	151.0	121.77777777777777
left	716	347	435	3.5	108.0	163.0	133.75
left	717	347	435	3.5	108.0	163.0	133.75
left	718	347	435	3.5	108.0	163.0	133.75
left	719	347	435	3.5	108.0	149.0	129.75
left	720	347	435	3.5	108.0	149.0	129.75
left	721	347	435	3.5	108.0	149.0	129.75
left	722	347	435	3.5	108.0	149.0	129.75
left	723	347	436	1.5	109.0	163.0	137.8
left	724	347	436	1.5	109.0	163.0	137.8
right	724	286	432	1.0	120.0	135.0	122.5
left	725	347	436	1.5	109.0	163.0	137.8
right	725	286	432	1.0	120.0	135.0	122.5
left	726	347	436	1.5	109.0	163.0	137.8
right	726	286	432	1.0	120.0	135.0	122.5
left	727	347	436	1.0	114.0	140.0	121.25
right	727	286	432	1.0	113.0	124.0	112.25
left	728	347	436	1.0	114.0	140.0	121.25
right	728	286	432	1.0	113.0	124.0	112.25
left	729	347	436	1.0	114.0	140.0	121.25
right	729	286	432	1.0	113.0	124.0	112.25
left	730	347	436	4.0	112.0	151.0	122.125
right	730	286	432	1.0	113.0	124.0	112.25
left	731	347	436	4.0	112.0	151.0	122.125
right	731	286	432	1.5	113.0	131.0	120.4
left	732	347	436	4.0	112.0	151.0	122.125
right	732	286	432	1.5	113.0	131.0	120.4
left	733	347	436	4.0	112.0	151.0	122.125
right	733	286	432	1.5	113.0	131.0	120.4
left	734	346	436	2.5	108.0	159.0	127.0
right	734	286	432	1.5	113.0	131.0	120.4
left	735	346	436	2.5	108.0	159.0	127.0
right	735	286	432	0.5	108.0	124.0	110.0
left	736	346	436	2.5	108.0	159.0	127.0
right	736	286	432	0.5	108.0	124.0	110.0
left	737	346	436	2.5	108.0	159.0	127.0
right	737	286	432	0.5	108.0	124.0	110.0
left	738	346	436	3.5	108.0	157.0	130.375
right	738	286	432	0.5	108.0	124.0	110.0
left	739	346	436	3.5	108.0	157.0	130.375
left	740	346	436	3.5	108.0	157.0	130.375
left	741	346	436	3.5	108.0	157.0	130.375
left	742	347	436	5.0	109.0	134.0	116.5
right	742	286	432	1.0	115.0	134.0	119.5
left	743	347	436	5.0	109.0	134.0	116.5
right	743	286	432	1.0	115.0	134.0	119.5
left	744	347	436	5.0	109.0	134.0	116.5
right	744	286	432	1.0	115.0	134.0	119.5
left	745	347	436	0.5	113.0	128.0	115.33333333333333
right	745	286	432	1.0	115.0	134.0	119.5
left	746	347	436	0.5	113.0	128.0	115.33333333333333
right	746	286	432	1.0	112.0	136.0	118.75
left	747	347	436	0.5	113.0	128.0	115.33333333333333
right	747	286	432	1.0	112.0	136.0	118.75
left	748	347	436	0.5	113.0	128.0	115.33333333333333
right	748	286	432	1.0	112.0	136.0	118.75
left	749	347	435	3.0	112.0	136.0	116.71428571428571
right	749	286	432	1.0	112.0	136.0	118.75
left	750	347	435	3.0	112.0	136.0	116.71428571428571
left	751	347	435	3.0	112.0	136.0	116.71428571428571
left	752	347	435	3.0	112.0	136.0	116.71428571428571
left	753	346	435	4.5	108.0	149.0	126.88888888888889
left	754	346	435	4.5	108.0	149.0	126.88888888888889
right	754	285	431	1.0	110.0	124.0	111.0
left	755	346	435	4.5	108.0	149.0	126.88888888888889
right	755	285	431	1.0	110.0	124.0	111.0
left	756	346	435	4.5	108.0	149.0	126.88888888888889
right	756	285	431	1.0	110.0	124.0	111.0
right	765	337	451	1.0	109.0	124.0	110.75
right	766	337	451	1.0	109.0	124.0	110.75
right	767	337	451	1.0	109.0	124.0	110.75
right	768	337	451	1.0	109.0	124.0	110.75
