frame	cX	cY	area	minI	maxI	meanI	camera	tank	cXtank	match_status
714	2286	311	120.5	181.0	227.0	211.979020979021	right	right_tank1	224.0	match
714	375	314	393.0	181.0	255.0	231.21939953810625	left	left_tank1	190.0	match
714	2170	326	299.5	181.0	255.0	228.43030303030304	right	right_tank1	108.0	match
714	2283	336	359.5	181.0	255.0	235.5667506297229	right	right_tank1	221.0	match
714	300	383	97.0	182.0	243.0	220.396551724138	left	left_tank1	115.0	match
714	2198	401	82.0	181.0	255.0	227.61	right	right_tank1	136.0	match
715	262	309	326.0	181.0	255.0	227.7107438016529	left	left_tank1	77.0	match
715	2286	313	127.5	0.0	227.0	206.76666666666668	right	right_tank1	224.0	match
715	2287	314	15.0	0.0	202.0	193.4090909090909	right	right_tank1	225.0	
715	376	304	648.0	181.0	250.0	218.75248933143672	left	left_tank1	191.0	match
715	2171	326	382.5	181.0	255.0	229.4988009592326	right	right_tank1	109.0	match
715	2283	338	318.0	181.0	255.0	235.25761772853187	right	right_tank1	221.0	
715	300	384	95.5	181.0	245.0	221.1794871794872	left	left_tank1	115.0	match
715	2197	402	96.0	181.0	255.0	226.29310344827587	right	right_tank1	135.0	match
716	376	288	145.5	181.0	190.0	200.06508875739644	left	left_tank1	191.0	match
716	260	310	253.5	181.0	255.0	231.09859154929572	left	left_tank1	75.0	match
716	2285	312	106.0	0.0	245.0	207.01360544217687	right	right_tank1	223.0	match
716	2287	312	13.5	0.0	206.0	196.1	right	right_tank1	225.0	match
716	375	314	343.0	181.0	247.0	224.02387267904507	left	left_tank1	190.0	match
716	2171	323	297.5	181.0	255.0	224.7212121212121	right	right_tank1	109.0	match
716	2283	336	363.0	176.0	255.0	236.2079207920792	right	right_tank1	221.0	
716	300	384	97.5	181.0	255.0	224.5254237288136	left	left_tank1	115.0	match
716	2197	403	88.5	181.0	255.0	227.6422018348624	right	right_tank1	135.0	match
717	374	286	185.0	181.0	200.0	200.8815165876777	left	left_tank1	189.0	match
717	261	310	271.0	181.0	255.0	227.77814569536423	left	left_tank1	76.0	match
717	2289	315	65.0	181.0	221.0	206.41666666666663	right	right_tank1	227.0	match
717	373	314	416.0	181.0	255.0	229.6401766004415	left	left_tank1	188.0	match
717	2170	324	334.0	181.0	255.0	231.7465940054496	right	right_tank1	108.0	match
717	2282	337	320.0	181.0	255.0	228.3371104815864	right	right_tank1	220.0	match
717	300	383	104.0	181.0	255.0	227.592	left	left_tank1	115.0	match
717	2198	403	58.5	181.0	227.0	209.85333333333327	right	right_tank1	136.0	match
718	375	270	12.5	182.0	198.0	199.9090909090909	left	left_tank1	190.0	match
718	374	285	177.0	181.0	198.0	200.93689320388347	left	left_tank1	189.0	match
718	260	310	291.5	181.0	255.0	232.1300309597524	left	left_tank1	75.0	match
718	2289	312	25.5	181.0	198.0	201.0	right	right_tank1	227.0	match
718	373	313	383.0	181.0	255.0	229.18615751789977	left	left_tank1	188.0	match
718	2170	325	293.5	181.0	255.0	231.0492307692308	right	right_tank1	108.0	match
718	2282	338	331.0	181.0	255.0	228.35945945945943	right	right_tank1	220.0	match
718	300	383	117.0	181.0	255.0	231.67391304347825	left	left_tank1	115.0	
718	2198	402	90.5	181.0	251.0	221.8272727272727	right	right_tank1	136.0	match
719	373	288	124.0	181.0	192.0	200.03401360544217	left	left_tank1	188.0	match
719	2287	311	16.5	181.0	197.0	201.0	right	right_tank1	225.0	match
719	260	309	285.0	181.0	255.0	233.18611987381703	left	left_tank1	75.0	match
719	373	314	387.0	181.0	255.0	230.5933806146572	left	left_tank1	188.0	match
719	2169	325	274.5	181.0	255.0	233.2302631578947	right	right_tank1	107.0	match
719	2283	337	377.0	181.0	255.0	228.218009478673	right	right_tank1	221.0	match
719	300	383	115.5	181.0	255.0	232.4525547445256	left	left_tank1	115.0	match
719	2198	403	87.5	181.0	252.0	221.0	right	right_tank1	136.0	match
720	374	288	175.5	0.0	247.0	203.0805687203792	left	left_tank1	189.0	match
720	374	284	17.5	0.0	225.0	191.5769230769231	left	left_tank1	189.0	match
720	259	310	280.5	181.0	255.0	234.3407643312102	left	left_tank1	74.0	match
720	2287	312	70.0	181.0	255.0	213.71134020618555	right	right_tank1	225.0	match
720	374	312	368.0	181.0	255.0	231.879012345679	left	left_tank1	189.0	match
720	2170	325	278.5	181.0	255.0	234.7588424437299	right	right_tank1	108.0	match
720	2281	336	356.5	181.0	255.0	228.96	right	right_tank1	219.0	match
720	301	383	109.5	181.0	255.0	230.3106060606061	left	left_tank1	116.0	
720	2198	402	91.0	181.0	250.0	219.7454545454545	right	right_tank1	136.0	match
721	374	289	203.0	0.0	255.0	206.7056451612903	left	left_tank1	189.0	match
721	373	287	17.5	0.0	214.0	190.30769230769232	left	left_tank1	188.0	match
721	259	309	258.5	181.0	255.0	229.16206896551725	left	left_tank1	74.0	match
721	2286	315	26.0	181.0	213.0	204.3783783783784	right	right_tank1	224.0	match
721	373	314	344.0	181.0	255.0	229.2362204724409	left	left_tank1	188.0	match
721	2169	327	230.5	181.0	255.0	229.37692307692308	right	right_tank1	107.0	match
721	2283	336	352.0	181.0	255.0	229.33247422680407	right	right_tank1	221.0	match
721	301	383	99.0	181.0	255.0	227.0683760683761	left	left_tank1	116.0	
721	2198	402	84.0	176.0	255.0	222.25714285714287	right	right_tank1	136.0	match
722	375	289	202.5	0.0	255.0	204.29032258064515	left	left_tank1	190.0	match
722	374	286	17.5	0.0	235.0	191.15384615384616	left	left_tank1	189.0	match
722	2283	315	44.0	181.0	240.0	207.3230769230769	right	right_tank1	221.0	match
722	258	309	322.0	181.0	255.0	227.861971830986	left	left_tank1	73.0	match
722	374	313	342.5	181.0	255.0	234.2303664921466	left	left_tank1	189.0	match
722	2169	326	263.5	181.0	255.0	228.16053511705684	right	right_tank1	107.0	match
722	2282	336	364.0	181.0	255.0	229.2167487684729	right	right_tank1	220.0	match
722	301	383	94.5	181.0	255.0	227.4375	left	left_tank1	116.0	
722	2198	402	95.0	178.0	255.0	227.1487603305785	right	right_tank1	136.0	match
723	374	286	211.5	0.0	238.0	206.16929133858267	left	left_tank1	189.0	match
723	372	283	21.0	0.0	221.0	192.06666666666663	left	left_tank1	187.0	match
723	2283	314	21.5	181.0	245.0	208.23684210526315	right	right_tank1	221.0	match
723	259	309	280.5	181.0	255.0	227.0670926517572	left	left_tank1	74.0	match
723	373	314	341.5	181.0	255.0	232.4543080939948	left	left_tank1	188.0	match
723	2169	325	270.5	181.0	255.0	227.91503267973857	right	right_tank1	107.0	match
723	2283	336	433.5	181.0	255.0	228.2572614107884	right	right_tank1	221.0	match
723	301	382	100.0	182.0	255.0	231.3471074380165	left	left_tank1	116.0	
723	2198	402	71.5	181.0	255.0	228.52325581395348	right	right_tank1	136.0	match
724	373	284	136.0	181.0	226.0	207.2439024390244	left	left_tank1	188.0	match
724	257	310	268.0	181.0	255.0	228.13486842105263	left	left_tank1	72.0	match
724	2287	312	103.5	181.0	214.0	203.6693548387097	right	right_tank1	225.0	match
724	374	312	360.0	181.0	255.0	232.82962962962964	left	left_tank1	189.0	match
724	2169	324	292.5	181.0	255.0	228.43251533742333	right	right_tank1	107.0	match
724	2282	337	385.0	182.0	255.0	235.936018957346	right	right_tank1	220.0	match
724	301	381	104.0	181.0	255.0	231.390625	left	left_tank1	116.0	match
724	2199	402	91.5	182.0	255.0	231.62037037037035	right	right_tank1	137.0	match
725	2281	303	14.0	181.0	207.0	204.23809523809524	right	right_tank1	219.0	match
725	260	309	302.0	181.0	255.0	227.38165680473367	left	left_tank1	75.0	match
725	2286	314	88.0	181.0	214.0	203.67592592592592	right	right_tank1	224.0	
725	373	305	496.0	181.0	255.0	225.13924050632912	left	left_tank1	188.0	match
725	2168	324	317.5	181.0	255.0	227.4943820224719	right	right_tank1	106.0	match
725	2282	337	355.0	181.0	255.0	237.3685567010309	right	right_tank1	220.0	
725	302	383	108.5	181.0	255.0	231.93846153846155	left	left_tank1	117.0	match
725	2199	401	91.0	181.0	255.0	231.8598130841121	right	right_tank1	137.0	match
726	371	288	99.5	181.0	214.0	202.3467741935484	left	left_tank1	186.0	match
726	362	292	11.0	181.0	200.0	199.3809523809524	left	left_tank1	177.0	match
726	2286	314	53.0	181.0	218.0	204.81159420289856	right	right_tank1	224.0	match
726	257	308	267.5	181.0	255.0	229.49185667752445	left	left_tank1	72.0	match
726	374	312	281.5	181.0	255.0	230.4504792332268	left	left_tank1	189.0	match
726	2169	325	253.0	181.0	255.0	227.3003412969284	right	right_tank1	107.0	match
726	2281	337	381.5	181.0	255.0	237.35251798561148	right	right_tank1	219.0	match
726	302	382	110.0	181.0	255.0	233.72388059701493	left	left_tank1	117.0	
726	2199	401	102.0	181.0	255.0	232.51666666666665	right	right_tank1	137.0	match
727	372	284	125.0	181.0	222.0	204.4625	left	left_tank1	187.0	match
727	2282	312	70.5	181.0	222.0	207.4777777777778	right	right_tank1	220.0	match
727	258	309	299.0	181.0	255.0	229.59337349397592	left	left_tank1	73.0	match
727	374	312	343.5	181.0	255.0	231.6005291005291	left	left_tank1	189.0	match
727	2168	325	188.5	181.0	255.0	220.0	right	right_tank1	106.0	match
727	2282	336	373.5	181.0	255.0	235.12106537530263	right	right_tank1	220.0	match
727	300	381	163.5	181.0	255.0	232.2020725388601	left	left_tank1	115.0	match
727	2199	401	98.5	183.0	255.0	232.54700854700857	right	right_tank1	137.0	match
728	374	286	68.5	181.0	213.0	206.02298850574712	left	left_tank1	189.0	match
728	2283	313	46.0	181.0	209.0	204.66666666666663	right	right_tank1	221.0	match
728	258	310	269.5	181.0	255.0	227.9003322259136	left	left_tank1	73.0	match
728	373	313	359.0	181.0	255.0	232.38324873096445	left	left_tank1	188.0	match
728	2167	325	230.5	181.0	255.0	224.9034749034749	right	right_tank1	105.0	match
728	2282	336	357.0	181.0	255.0	235.371921182266	right	right_tank1	220.0	match
728	302	380	105.5	181.0	255.0	226.7829457364341	left	left_tank1	117.0	match
728	2199	401	69.0	181.0	255.0	226.85714285714283	right	right_tank1	137.0	match
729	372	286	90.5	181.0	225.0	201.9406779661017	left	left_tank1	187.0	match
729	257	309	285.0	181.0	255.0	229.7453416149068	left	left_tank1	72.0	match
729	2283	314	33.0	181.0	202.0	198.4716981132076	right	right_tank1	221.0	match
729	373	312	316.0	181.0	255.0	230.86609686609688	left	left_tank1	188.0	match
729	2168	325	248.0	181.0	255.0	225.25886524822693	right	right_tank1	106.0	match
729	2282	335	340.5	181.0	255.0	235.9692307692308	right	right_tank1	220.0	match
729	301	380	106.0	181.0	255.0	229.27941176470588	left	left_tank1	116.0	match
729	2199	400	74.0	181.0	255.0	229.85393258426964	right	right_tank1	137.0	match
730	373	288	127.0	181.0	253.0	220.953642384106	left	left_tank1	188.0	match
730	2284	314	60.5	178.0	255.0	200.4512195121952	right	right_tank1	222.0	match
730	256	310	291.0	181.0	255.0	226.8018292682927	left	left_tank1	71.0	match
730	373	312	327.0	181.0	255.0	228.914364640884	left	left_tank1	188.0	match
730	2167	325	271.5	181.0	255.0	228.683870967742	right	right_tank1	105.0	match
730	2281	336	334.5	181.0	255.0	236.40625	right	right_tank1	219.0	match
730	302	381	101.5	181.0	255.0	221.225	left	left_tank1	117.0	match
730	2199	401	73.0	181.0	255.0	229.8791208791209	right	right_tank1	137.0	match
731	374	289	169.5	0.0	238.0	218.4744897959184	left	left_tank1	189.0	match
731	2283	306	41.5	181.0	196.0	199.35714285714283	right	right_tank1	221.0	match
731	255	308	365.0	181.0	255.0	225.94789081885853	left	left_tank1	70.0	match
731	373	312	339.5	181.0	255.0	231.56349206349205	left	left_tank1	188.0	match
731	2167	325	242.0	181.0	255.0	231.2109090909091	right	right_tank1	105.0	match
731	2281	334	397.5	181.0	255.0	225.47926267281105	right	right_tank1	219.0	match
731	302	380	99.5	181.0	255.0	227.9833333333333	left	left_tank1	117.0	match
731	2200	401	77.0	181.0	255.0	229.8842105263158	right	right_tank1	138.0	match
732	373	285	74.5	181.0	255.0	219.85416666666663	left	left_tank1	188.0	match
732	365	296	11.5	181.0	235.0	211.52631578947367	left	left_tank1	180.0	match
732	255	308	253.0	181.0	255.0	230.774647887324	left	left_tank1	70.0	match
732	2284	311	50.0	181.0	214.0	205.02985074626864	right	right_tank1	222.0	match
732	372	312	361.0	181.0	255.0	231.80701754385964	left	left_tank1	187.0	match
732	2167	324	248.0	181.0	255.0	230.0600706713781	right	right_tank1	105.0	match
732	2282	336	366.0	181.0	255.0	225.6818181818182	right	right_tank1	220.0	match
732	302	380	93.5	181.0	255.0	231.23214285714283	left	left_tank1	117.0	
732	2200	400	81.5	181.0	255.0	231.1188118811881	right	right_tank1	138.0	match
733	2276	310	27.5	181.0	197.0	198.7948717948718	right	right_tank1	214.0	match
733	2290	315	26.5	181.0	233.0	208.7567567567568	right	right_tank1	228.0	match
733	257	308	254.5	181.0	255.0	227.8675958188153	left	left_tank1	72.0	match
733	373	305	504.0	0.0	255.0	227.4307958477509	left	left_tank1	188.0	match
733	372	292	20.0	0.0	218.0	189.4642857142857	left	left_tank1	187.0	match
733	2164	325	242.0	181.0	255.0	230.24820143884887	right	right_tank1	102.0	match
733	2282	335	303.0	181.0	248.0	226.2337278106509	right	right_tank1	220.0	
733	303	379	121.0	181.0	255.0	229.581560283688	left	left_tank1	118.0	match
733	2199	400	87.5	181.0	255.0	230.17592592592592	right	right_tank1	137.0	match
734	374	289	71.5	181.0	207.0	201.6382978723404	left	left_tank1	189.0	match
734	2287	314	15.5	181.0	219.0	207.26086956521732	right	right_tank1	225.0	match
734	256	309	279.0	181.0	255.0	231.65384615384613	left	left_tank1	71.0	match
734	374	313	362.5	181.0	255.0	232.0502512562814	left	left_tank1	189.0	match
734	2166	324	254.0	181.0	255.0	227.90526315789475	right	right_tank1	104.0	match
734	2282	336	303.5	181.0	255.0	227.9431137724551	right	right_tank1	220.0	match
734	302	380	88.0	181.0	255.0	229.2075471698113	left	left_tank1	117.0	match
734	2199	400	86.0	181.0	255.0	230.7289719626168	right	right_tank1	137.0	match
735	374	291	60.5	181.0	255.0	213.1034482758621	left	left_tank1	189.0	match
735	255	308	278.5	180.0	255.0	225.228125	left	left_tank1	70.0	match
735	373	312	317.5	181.0	255.0	233.38920454545456	left	left_tank1	188.0	match
735	2293	324	10.5	182.0	213.0	206.8823529411765	right	right_tank1	231.0	match
735	2165	324	247.5	181.0	255.0	228.9856115107914	right	right_tank1	103.0	match
735	2281	336	384.5	181.0	255.0	230.91885441527447	right	right_tank1	219.0	match
735	302	380	86.0	181.0	255.0	226.62727272727275	left	left_tank1	117.0	match
735	2200	401	82.0	183.0	255.0	232.85714285714283	right	right_tank1	138.0	match
736	380	293	18.0	167.0	247.0	211.28571428571428	left	left_tank1	195.0	match
736	2281	311	10.5	181.0	255.0	231.44444444444443	right	right_tank1	219.0	match
736	255	309	243.5	181.0	255.0	229.5684210526316	left	left_tank1	70.0	match
736	373	312	318.0	181.0	255.0	232.927374301676	left	left_tank1	188.0	match
736	2166	323	245.0	181.0	255.0	228.67391304347825	right	right_tank1	104.0	match
736	2281	335	368.5	181.0	245.0	225.93069306930693	right	right_tank1	219.0	match
736	302	380	101.0	181.0	255.0	231.90163934426232	left	left_tank1	117.0	match
736	2199	400	94.5	182.0	255.0	236.11607142857144	right	right_tank1	137.0	match
737	377	286	72.0	0.0	242.0	205.31	left	left_tank1	192.0	match
737	253	310	253.0	181.0	255.0	227.74035087719292	left	left_tank1	68.0	match
737	373	311	347.0	181.0	255.0	234.4407216494845	left	left_tank1	188.0	match
737	2165	324	242.0	181.0	255.0	228.4	right	right_tank1	103.0	match
737	2282	333	376.5	0.0	253.0	224.9162679425837	right	right_tank1	220.0	match
737	2289	327	19.0	0.0	226.0	190.77777777777777	right	right_tank1	227.0	match
737	302	381	88.0	181.0	255.0	231.64485981308408	left	left_tank1	117.0	match
737	2200	400	93.0	182.0	255.0	236.3963963963964	right	right_tank1	138.0	match
738	372	292	57.0	181.0	218.0	207.9305555555556	left	left_tank1	187.0	match
738	2285	308	16.5	181.0	210.0	202.74193548387092	right	right_tank1	223.0	match
738	255	309	246.5	181.0	255.0	226.31672597864767	left	left_tank1	70.0	match
738	375	312	321.0	164.0	255.0	230.61344537815123	left	left_tank1	190.0	match
738	2165	326	252.0	181.0	255.0	230.13333333333333	right	right_tank1	103.0	match
738	2282	335	356.5	181.0	255.0	232.92911392405065	right	right_tank1	220.0	match
738	304	380	81.0	180.0	255.0	226.6969696969697	left	left_tank1	119.0	match
738	2200	399	68.5	181.0	255.0	223.89411764705883	right	right_tank1	138.0	match
739	372	287	61.0	181.0	218.0	207.0	left	left_tank1	187.0	match
739	253	309	277.5	180.0	255.0	227.7904761904762	left	left_tank1	68.0	match
739	373	312	326.5	167.0	255.0	230.38121546961324	left	left_tank1	188.0	match
739	2164	324	259.5	181.0	255.0	229.32191780821915	right	right_tank1	102.0	match
739	2282	335	288.5	181.0	255.0	233.31366459627327	right	right_tank1	220.0	match
739	304	380	83.0	181.0	255.0	227.35922330097085	left	left_tank1	119.0	
739	2199	398	81.0	183.0	255.0	231.1111111111112	right	right_tank1	137.0	match
740	372	291	38.5	181.0	214.0	206.54901960784312	left	left_tank1	187.0	match
740	253	308	266.5	181.0	255.0	225.96666666666667	left	left_tank1	68.0	match
740	373	312	295.5	167.0	255.0	226.5969696969697	left	left_tank1	188.0	match
740	2164	324	278.5	181.0	255.0	230.8658146964856	right	right_tank1	102.0	match
740	2282	336	304.0	180.0	255.0	231.55	right	right_tank1	220.0	match
740	304	379	88.0	181.0	255.0	229.12264150943395	left	left_tank1	119.0	
740	2200	399	81.0	181.0	255.0	230.84848484848487	right	right_tank1	138.0	match
741	373	288	39.5	181.0	232.0	211.8490566037736	left	left_tank1	188.0	match
741	2291	314	14.0	182.0	232.0	211.79166666666663	right	right_tank1	229.0	match
741	253	308	255.0	181.0	255.0	234.5798611111111	left	left_tank1	68.0	match
741	373	310	352.0	181.0	255.0	228.43147208121823	left	left_tank1	188.0	match
741	2164	324	275.0	181.0	255.0	232.3259493670886	right	right_tank1	102.0	match
741	2282	335	309.5	181.0	255.0	233.3517441860465	right	right_tank1	220.0	match
741	302	379	119.0	181.0	255.0	229.1914893617021	left	left_tank1	117.0	match
741	2201	398	85.0	181.0	255.0	230.06796116504853	right	right_tank1	139.0	match
742	2291	312	14.5	181.0	208.0	205.1304347826087	right	right_tank1	229.0	
742	252	309	214.5	182.0	255.0	233.5748987854251	left	left_tank1	67.0	match
742	373	311	291.0	180.0	255.0	227.6073619631902	left	left_tank1	188.0	match
742	2163	324	247.5	181.0	255.0	234.03508771929825	right	right_tank1	101.0	match
742	2282	335	274.0	181.0	255.0	234.04193548387096	right	right_tank1	220.0	match
742	303	380	91.0	183.0	255.0	226.5185185185185	left	left_tank1	118.0	match
742	2201	399	85.0	181.0	255.0	229.6442307692308	right	right_tank1	139.0	match
743	251	309	188.5	182.0	255.0	230.61467889908252	left	left_tank1	66.0	match
743	372	311	310.0	181.0	255.0	228.81686046511624	left	left_tank1	187.0	match
743	2163	324	188.5	181.0	255.0	230.19266055045875	right	right_tank1	101.0	match
743	2281	334	344.5	181.0	255.0	234.58638743455492	right	right_tank1	219.0	match
743	304	380	86.0	181.0	255.0	227.23529411764704	left	left_tank1	119.0	match
743	2201	398	75.5	181.0	255.0	230.1290322580645	right	right_tank1	139.0	match
744	250	309	264.0	181.0	255.0	229.8657718120805	left	left_tank1	65.0	match
744	373	312	289.5	181.0	255.0	233.6829268292683	left	left_tank1	188.0	match
744	2164	323	197.5	181.0	255.0	221.0486725663717	right	right_tank1	102.0	match
744	2281	333	322.0	181.0	255.0	235.9779614325069	right	right_tank1	219.0	match
744	304	379	107.5	182.0	255.0	236.256	left	left_tank1	119.0	match
744	2201	399	76.5	181.0	255.0	229.59574468085103	right	right_tank1	139.0	match
745	248	309	234.0	181.0	255.0	227.33962264150944	left	left_tank1	63.0	match
745	374	313	251.5	181.0	255.0	239.38111888111888	left	left_tank1	189.0	match
